text,label
ENNAI KAPPATHUNGA,1
naan college pogiren!!!,0
naan padikkiren,0
I AM SCARED,1
time enna,0
emergency hai,1
what is the time,0
enakku bayama irukku!!!,1
save me,1
help me,1
uh mujhe music pasand hai,0
save me!!!,1
main college ja raha hoon now,0
hey good morning,0
HELP ME,1
what is the time,0
i am fine please,0
main khatre mein hoon now,1
mujhe music pasand hai please,0
main fine hoon bro please,0
MAIN COLLEGE JA RAHA HOON,0
uh what is the time,0
uh mujhe bachao,1
enakku bayama irukku please,1
WHAT IS THE TIME,0
good morning bro,0
uh udhavi pannunga,1
i am fine,0
naan college pogiren!!!,0
uh naan padikkiren,0
i am fine now,0
mujhe dar lag raha hai!!!,1
call the police!!!,1
hey emergency ah irukku,1
mujhe dar lag raha hai,1
hey enakku music pidikkum,0
someone is following me please,1
mujhe bachao please,1
police ah koopdunga please,1
naan happy ah iruken please,0
naan nalla iruken please,0
WHAT IS THE TIME,0
enakku music pidikkum,0
sab theek hai!!!,0
i am studying now,0
hey i like music,0
time kya hua hai now,0
main padhai kar raha hoon!!!,0
hey yaaro ennai pin thodaranga,1
naan padikkiren please,0
police ko bulao!!!,1
uh mujhe bachao,1
uh koi mera peecha kar raha hai,1
uh i am fine,0
naan aabathil iruken bro,1
enna help pannunga bro,1
main fine hoon bro bro,0
NAAN OK BRO,0
main khatre mein hoon bro,1
i am scared please,1
time kya hua hai please,0
uh help me,1
please help pannunga bro,1
SEEKIRAM HELP PANNUNGA,1
uh main padhai kar raha hoon,0
uh main theek hoon,0
ennai kappathunga please,1
please help please,1
hey i am studying,0
I AM STUDYING,0
main padhai kar raha hoon please,0
i am going to college now,0
all good yaar now,0
hey i am scared,1
all good yaar now,0
TIME KYA HUA HAI,0
i am in danger please,1
main khatre mein hoon now,1
NAAN PADIKKIREN,0
call the police please,1
hey i am fine,0
udhavi pannunga,1
i feel unsafe!!!,1
enakku music pidikkum now,0
hey save me,1
hey emergency hai,1
hey help me,1
uh what is the time,0
enakku music pidikkum please,0
i am scared now,1
yaaro ennai pin thodaranga please,1
chill bro now,0
main khatre mein hoon now,1
i am fine now,0
good morning bro,0
uh ennai kappathunga,1
time kya hua hai please,0
i am in danger!!!,1
hey madad karo,1
enakku bayama irukku bro,1
MUJHE MUSIC PASAND HAI,0
hey time enna,0
uh time enna,0
hey i am in danger,1
hey naan college pogiren,0
yaaro ennai pin thodaranga now,1
udhavi pannunga bro,1
jaldi madad karo!!!,1
naan college pogiren bro,0
naan college pogiren bro,0
i am fine,0
madad karo please,1
time enna,0
hey help me,1
i am studying!!!,0
UDHAVI PANNUNGA,1
naan college pogiren,0
i am studying!!!,0
PLEASE HELP,1
hey naan padikkiren,0
call the police bro,1
MUJHE HELP CHAHIYE,1
koi mera peecha kar raha hai!!!,1
hey enakku bayama irukku,1
madad karo!!!,1
main college ja raha hoon please,0
NAAN HAPPY AH IRUKEN,0
help venum now,1
udhavi pannunga bro,1
good morning!!!,0
mujhe music pasand hai,0
i like music bro,0
naan happy ah iruken please,0
I AM IN DANGER,1
please help now,1
help me!!!,1
all good yaar bro,0
hey police ko bulao,1
main theek hoon bro,0
time enna please,0
mujhe bachao!!!,1
time enna now,0
uh mujhe bachao,1
I AM FINE,0
i am going to college!!!,0
naan college pogiren bro,0
hey someone is following me,1
I AM IN DANGER,1
uh please help pannunga,1
naan aabathil iruken,1
uh yaaro ennai pin thodaranga,1
POLICE AH KOOPDUNGA,1
hey what is the time,0
uh naan nalla iruken,0
please help now,1
hey please help,1
i am fine please,0
main college ja raha hoon bro,0
please madad karo please,1
I AM STUDYING,0
main theek hoon!!!,0
yaaro ennai pin thodaranga,1
time enna please,0
uh please help pannunga,1
TIME ENNA,0
hey mujhe music pasand hai,0
hey good morning,0
enakku music pidikkum please,0
time kya hua hai!!!,0
good morning now,0
mujhe bachao!!!,1
i feel unsafe now,1
main theek hoon now,0
hey mujhe music pasand hai,0
uh police ah koopdunga,1
hey save me,1
main theek hoon,0
madad karo please,1
CHILL BRO,0
NAAN PADIKKIREN,0
uh good morning,0
naan college pogiren,0
uh what is the time,0
uh i like music,0
good morning,0
bhai help karo bro,1
hey i am going to college,0
hello how are you please,0
uh time enna,0
police ko bulao,1
POLICE KO BULAO,1
main padhai kar raha hoon now,0
ENAKKU MUSIC PIDIKKUM,0
hey good morning,0
main khatre mein hoon now,1
hey seekiram help pannunga,1
I AM FINE,0
yaaro ennai pin thodaranga bro,1
what is the time,0
hey call the police,1
HELLO HOW ARE YOU,0
jaldi madad karo bro,1
naan nalla iruken now,0
good morning now,0
koi mera peecha kar raha hai please,1
hey main padhai kar raha hoon,0
i am studying,0
GOOD MORNING,0
time enna,0
uh enakku music pidikkum,0
enakku music pidikkum!!!,0
uh main padhai kar raha hoon,0
i feel unsafe please,1
hey help me,1
SEEKIRAM HELP PANNUNGA,1
I AM FINE,0
call the police!!!,1
ALL GOOD YAAR,0
yaaro ennai pin thodaranga now,1
good morning,0
hey i am going to college,0
i am in danger!!!,1
hey what is the time,0
what is the time now,0
i am fine now,0
uh i am in danger,1
uh i am in danger,1
hey naan college pogiren,0
seekiram help pannunga bro,1
good morning now,0
hey i am studying,0
bhai help karo,1
please help now,1
mujhe dar lag raha hai please,1
i am going to college bro,0
enakku bayama irukku!!!,1
save me now,1
help karo now,1
hey good morning,0
ennai kappathunga now,1
sab theek hai!!!,0
hey save me,1
uh mujhe dar lag raha hai,1
chill bro!!!,0
i am studying now,0
uh i am in danger,1
good morning please,0
uh hello how are you,0
good morning now,0
hey main college ja raha hoon,0
hey all good yaar,0
naan ok bro bro,0
help me,1
i am scared please,1
uh main college ja raha hoon,0
chill bro,0
uh i feel unsafe,1
hey naan college pogiren,0
time enna,0
what is the time now,0
uh naan nalla iruken,0
main padhai kar raha hoon please,0
hey jaldi madad karo,1
good morning bro,0
sab theek hai!!!,0
police ah koopdunga please,1
what is the time,0
help me bro,1
hey i am fine,0
GOOD MORNING,0
uh emergency ah irukku,1
uh mujhe dar lag raha hai,1
naan nalla iruken,0
uh hello how are you,0
good morning bro,0
main college ja raha hoon now,0
hey mujhe bachao,1
what is the time now,0
help karo,1
jaldi madad karo,1
hey i am going to college,0
naan college pogiren bro,0
I AM SCARED,1
hey naan happy ah iruken,0
uh mujhe dar lag raha hai,1
hey koi mera peecha kar raha hai,1
time enna!!!,0
sab theek hai please,0
hello how are you,0
good morning!!!,0
SOMEONE IS FOLLOWING ME,1
uh naan happy ah iruken,0
enakku music pidikkum now,0
uh naan happy ah iruken,0
ENNAI KAPPATHUNGA,1
main theek hoon bro,0
time enna!!!,0
uh hello how are you,0
uh naan aabathil iruken,1
i am in danger!!!,1
koi mera peecha kar raha hai now,1
seekiram help pannunga now,1
uh please madad karo,1
mujhe music pasand hai bro,0
good morning bro,0
uh main padhai kar raha hoon,0
naan college pogiren please,0
POLICE AH KOOPDUNGA,1
hey naan college pogiren,0
mujhe music pasand hai please,0
naan padikkiren!!!,0
GOOD MORNING,0
hello how are you bro,0
main college ja raha hoon,0
i like music!!!,0
udhavi pannunga please,1
udhavi pannunga!!!,1
uh udhavi pannunga,1
police ah koopdunga!!!,1
main college ja raha hoon now,0
help me bro,1
hey i am scared,1
police ah koopdunga bro,1
hey naan padikkiren,0
MUJHE MUSIC PASAND HAI,0
time enna!!!,0
ennai kappathunga!!!,1
koi mera peecha kar raha hai bro,1
enakku music pidikkum,0
please help bro,1
naan padikkiren please,0
main theek hoon,0
i feel unsafe now,1
i like music,0
MAIN THEEK HOON,0
hey main college ja raha hoon,0
main khatre mein hoon bro,1
hey good morning,0
good morning!!!,0
call the police bro,1
uh naan college pogiren,0
hello how are you now,0
hey ennai kappathunga,1
hey jaldi madad karo,1
emergency hai please,1
chill bro now,0
hey please help,1
uh save me,1
time enna now,0
uh main theek hoon,0
sab theek hai!!!,0
hey good morning,0
emergency hai bro,1
good morning,0
emergency hai bro,1
hello how are you bro,0
i feel unsafe,1
please help now,1
sab theek hai!!!,0
i like music!!!,0
ennai kappathunga,1
please help bro,1
uh mujhe dar lag raha hai,1
emergency ah irukku!!!,1
hey enakku music pidikkum,0
please help,1
MAIN KHATRE MEIN HOON,1
hey emergency hai,1
jaldi madad karo now,1
police ko bulao now,1
naan college pogiren now,0
uh main padhai kar raha hoon,0
i am fine,0
i like music now,0
uh good morning,0
MAIN THEEK HOON,0
emergency hai now,1
I AM STUDYING,0
mujhe dar lag raha hai please,1
good morning!!!,0
ennai kappathunga,1
time kya hua hai now,0
hey udhavi pannunga,1
uh what is the time,0
UDHAVI PANNUNGA,1
someone is following me please,1
naan college pogiren,0
uh mujhe music pasand hai,0
TIME KYA HUA HAI,0
help me please,1
please help pannunga please,1
uh main padhai kar raha hoon,0
i am going to college now,0
main khatre mein hoon now,1
save me!!!,1
emergency hai now,1
hello how are you!!!,0
someone is following me,1
naan nalla iruken now,0
NAAN COLLEGE POGIREN,0
please help now,1
hey i am fine,0
PLEASE HELP,1
i am studying,0
mujhe bachao now,1
police ah koopdunga please,1
ennai kappathunga!!!,1
hey naan college pogiren,0
good morning,0
I AM STUDYING,0
jaldi madad karo!!!,1
good morning bro,0
police ko bulao bro,1
HELLO HOW ARE YOU,0
MAIN THEEK HOON,0
i am scared,1
NAAN AABATHIL IRUKEN,1
hey enakku bayama irukku,1
SEEKIRAM HELP PANNUNGA,1
mujhe bachao bro,1
enna help pannunga,1
i am in danger bro,1
please help pannunga!!!,1
seekiram help pannunga,1
udhavi pannunga,1
emergency ah irukku!!!,1
i am going to college,0
enakku bayama irukku!!!,1
jaldi madad karo!!!,1
hey yaaro ennai pin thodaranga,1
police ko bulao now,1
save me!!!,1
NAAN PADIKKIREN,0
HELLO HOW ARE YOU,0
what is the time,0
help me!!!,1
save me,1
naan nalla iruken!!!,0
call the police,1
uh police ah koopdunga,1
emergency hai bro,1
please madad karo now,1
NAAN AABATHIL IRUKEN,1
enakku music pidikkum bro,0
POLICE KO BULAO,1
i am studying,0
i like music,0
mujhe bachao!!!,1
emergency hai!!!,1
naan college pogiren please,0
hello how are you!!!,0
main padhai kar raha hoon bro,0
madad karo!!!,1
uh enakku music pidikkum,0
MAIN PADHAI KAR RAHA HOON,0
uh someone is following me,1
naan aabathil iruken,1
hey main college ja raha hoon,0
all good yaar now,0
main theek hoon!!!,0
uh please help,1
seekiram help pannunga,1
good morning now,0
uh udhavi pannunga,1
someone is following me,1
naan aabathil iruken now,1
police ah koopdunga,1
hey i am in danger,1
mujhe music pasand hai,0
hey i am studying,0
i am in danger bro,1
jaldi madad karo,1
yaaro ennai pin thodaranga bro,1
someone is following me bro,1
naan aabathil iruken,1
i like music bro,0
HELLO HOW ARE YOU,0
uh what is the time,0
uh yaaro ennai pin thodaranga,1
main padhai kar raha hoon,0
naan nalla iruken bro,0
hey naan college pogiren,0
ennai kappathunga please,1
sab theek hai please,0
uh mujhe dar lag raha hai,1
time enna bro,0
MAIN THEEK HOON,0
mujhe dar lag raha hai now,1
hey ennai kappathunga,1
main theek hoon bro,0
naan nalla iruken please,0
mujhe music pasand hai bro,0
enakku bayama irukku please,1
main khatre mein hoon,1
good morning!!!,0
call the police,1
main theek hoon bro,0
i am fine bro,0
i feel unsafe please,1
main college ja raha hoon,0
mujhe bachao,1
sab theek hai!!!,0
uh i like music,0
MADAD KARO,1
main khatre mein hoon!!!,1
mujhe dar lag raha hai please,1
enakku bayama irukku now,1
time enna please,0
i am scared,1
call the police now,1
ennai kappathunga bro,1
I AM GOING TO COLLEGE,0
police ah koopdunga!!!,1
MUJHE MUSIC PASAND HAI,0
I LIKE MUSIC,0
hey all good yaar,0
time enna,0
i am scared,1
i am studying!!!,0
hey i am in danger,1
MUJHE DAR LAG RAHA HAI,1
sab theek hai,0
sab theek hai bro,0
mujhe music pasand hai,0
hello how are you now,0
save me,1
hey udhavi pannunga,1
hey help me,1
enakku music pidikkum!!!,0
TIME ENNA,0
madad karo bro,1
hey seekiram help pannunga,1
naan happy ah iruken please,0
uh naan happy ah iruken,0
i am fine bro,0
naan college pogiren bro,0
good morning!!!,0
hey jaldi madad karo,1
i am fine please,0
GOOD MORNING,0
hey i am scared,1
i like music bro,0
HELP ME,1
uh enakku music pidikkum,0
please help pannunga,1
uh good morning,0
uh ennai kappathunga,1
hey naan padikkiren,0
naan college pogiren bro,0
enakku bayama irukku now,1
hey i am scared,1
naan padikkiren please,0
naan padikkiren now,0
uh naan aabathil iruken,1
udhavi pannunga now,1
uh someone is following me,1
main padhai kar raha hoon bro,0
uh enakku music pidikkum,0
i am going to college,0
hello how are you,0
udhavi pannunga!!!,1
i am going to college!!!,0
NAAN OK BRO,0
GOOD MORNING,0
time enna bro,0
uh main theek hoon,0
hey yaaro ennai pin thodaranga,1
uh i like music,0
uh time kya hua hai,0
hey police ko bulao,1
time enna now,0
hey i am fine,0
help me!!!,1
ALL GOOD YAAR,0
mujhe music pasand hai!!!,0
naan nalla iruken please,0
NAAN COLLEGE POGIREN,0
i am studying bro,0
bhai help karo!!!,1
madad karo,1
hey mujhe help chahiye,1
i am in danger now,1
yaaro ennai pin thodaranga!!!,1
emergency hai bro,1
i feel unsafe,1
NAAN NALLA IRUKEN,0
hey help me,1
i am in danger,1
help me bro,1
I AM SCARED,1
uh save me,1
i am scared please,1
NAAN COLLEGE POGIREN,0
mujhe dar lag raha hai please,1
hey save me,1
ENAKKU MUSIC PIDIKKUM,0
HELP ME,1
i am scared please,1
mujhe help chahiye please,1
yaaro ennai pin thodaranga,1
main padhai kar raha hoon bro,0
madad karo bro,1
GOOD MORNING,0
hey main khatre mein hoon,1
hey naan padikkiren,0
seekiram help pannunga please,1
i am studying!!!,0
TIME KYA HUA HAI,0
i am studying!!!,0
save me!!!,1
hey main college ja raha hoon,0
MAIN COLLEGE JA RAHA HOON,0
uh main khatre mein hoon,1
main padhai kar raha hoon!!!,0
udhavi pannunga now,1
i am studying now,0
enakku music pidikkum!!!,0
I AM STUDYING,0
uh naan padikkiren,0
jaldi madad karo!!!,1
sab theek hai now,0
MAIN COLLEGE JA RAHA HOON,0
time kya hua hai please,0
koi mera peecha kar raha hai,1
mujhe music pasand hai bro,0
i am fine!!!,0
seekiram help pannunga please,1
please madad karo!!!,1
main khatre mein hoon please,1
hey naan nalla iruken,0
i am studying now,0
main padhai kar raha hoon,0
all good yaar!!!,0
main theek hoon now,0
naan college pogiren bro,0
NAAN OK BRO,0
main padhai kar raha hoon now,0
save me,1
hey mujhe bachao,1
uh hello how are you,0
HELLO HOW ARE YOU,0
uh enakku music pidikkum,0
mujhe help chahiye bro,1
main college ja raha hoon now,0
uh yaaro ennai pin thodaranga,1
i am scared now,1
madad karo,1
someone is following me now,1
uh mujhe bachao,1
naan padikkiren please,0
i am studying now,0
i like music now,0
i am studying please,0
main fine hoon bro bro,0
mujhe bachao!!!,1
yaaro ennai pin thodaranga please,1
jaldi madad karo please,1
ennai kappathunga,1
uh enna help pannunga,1
MAIN FINE HOON BRO,0
uh naan nalla iruken,0
I AM GOING TO COLLEGE,0
enakku bayama irukku now,1
TIME ENNA,0
hey mujhe bachao,1
main padhai kar raha hoon please,0
naan padikkiren bro,0
hey naan padikkiren,0
mujhe dar lag raha hai now,1
hey help venum,1
time kya hua hai please,0
KOI MERA PEECHA KAR RAHA HAI,1
hey good morning,0
uh someone is following me,1
main theek hoon bro,0
naan padikkiren now,0
koi mera peecha kar raha hai now,1
hey main khatre mein hoon,1
ALL GOOD YAAR,0
please help,1
i am studying bro,0
uh jaldi madad karo,1
udhavi pannunga!!!,1
hey someone is following me,1
hey naan aabathil iruken,1
hey emergency hai,1
uh ennai kappathunga,1
hey i am going to college,0
what is the time please,0
naan aabathil iruken,1
enakku music pidikkum!!!,0
main khatre mein hoon bro,1
naan aabathil iruken,1
good morning please,0
hey good morning,0
ennai kappathunga please,1
uh i like music,0
save me!!!,1
i feel unsafe please,1
mujhe music pasand hai!!!,0
main theek hoon bro,0
help me please,1
hey emergency ah irukku,1
mujhe dar lag raha hai please,1
I FEEL UNSAFE,1
naan ok bro bro,0
good morning now,0
naan padikkiren now,0
mujhe bachao!!!,1
naan aabathil iruken now,1
naan nalla iruken!!!,0
naan padikkiren now,0
hey enakku bayama irukku,1
police ah koopdunga please,1
hey seekiram help pannunga,1
hey mujhe music pasand hai,0
help venum please,1
main college ja raha hoon!!!,0
I LIKE MUSIC,0
please madad karo!!!,1
jaldi madad karo,1
uh yaaro ennai pin thodaranga,1
naan happy ah iruken please,0
i am going to college,0
i like music please,0
police ko bulao please,1
MAIN COLLEGE JA RAHA HOON,0
emergency ah irukku now,1
police ko bulao now,1
uh good morning,0
NAAN PADIKKIREN,0
NAAN COLLEGE POGIREN,0
MUJHE HELP CHAHIYE,1
main college ja raha hoon bro,0
main khatre mein hoon now,1
HELP KARO,1
mujhe dar lag raha hai please,1
SAB THEEK HAI,0
help me please,1
emergency hai bro,1
time kya hua hai bro,0
uh main theek hoon,0
hey mujhe dar lag raha hai,1
uh good morning,0
all good yaar,0
hey someone is following me,1
hey police ko bulao,1
I AM GOING TO COLLEGE,0
main theek hoon!!!,0
uh i am in danger,1
i like music bro,0
i am going to college,0
uh mujhe bachao,1
naan college pogiren now,0
koi mera peecha kar raha hai now,1
good morning bro,0
I AM STUDYING,0
save me,1
udhavi pannunga please,1
main khatre mein hoon now,1
uh help karo,1
madad karo bro,1
uh mujhe music pasand hai,0
naan nalla iruken,0
main khatre mein hoon please,1
ennai kappathunga!!!,1
mujhe music pasand hai now,0
uh yaaro ennai pin thodaranga,1
i am in danger bro,1
i feel unsafe please,1
naan padikkiren,0
please help!!!,1
hello how are you please,0
yaaro ennai pin thodaranga!!!,1
i like music now,0
hey mujhe music pasand hai,0
emergency ah irukku!!!,1
uh please help pannunga,1
time enna!!!,0
hey emergency hai,1
hey mujhe music pasand hai,0
hey someone is following me,1
naan aabathil iruken please,1
ENNAI KAPPATHUNGA,1
good morning,0
MAIN PADHAI KAR RAHA HOON,0
uh mujhe help chahiye,1
please help,1
hey main padhai kar raha hoon,0
time kya hua hai bro,0
uh main khatre mein hoon,1
naan aabathil iruken bro,1
good morning!!!,0
i am in danger!!!,1
MADAD KARO,1
MAIN PADHAI KAR RAHA HOON,0
yaaro ennai pin thodaranga please,1
help me!!!,1
uh jaldi madad karo,1
uh mujhe help chahiye,1
good morning bro,0
uh main college ja raha hoon,0
what is the time please,0
naan nalla iruken please,0
naan ok bro now,0
hello how are you now,0
ennai kappathunga!!!,1
GOOD MORNING,0
CHILL BRO,0
bhai help karo!!!,1
uh chill bro,0
naan aabathil iruken bro,1
hey please help,1
naan padikkiren bro,0
hey hello how are you,0
i am going to college!!!,0
uh emergency ah irukku,1
uh main padhai kar raha hoon,0
hey seekiram help pannunga,1
ennai kappathunga now,1
bhai help karo now,1
uh main college ja raha hoon,0
mujhe dar lag raha hai now,1
help me bro,1
i feel unsafe,1
emergency hai now,1
main theek hoon,0
time kya hua hai!!!,0
i like music,0
naan happy ah iruken please,0
chill bro now,0
jaldi madad karo please,1
uh please madad karo,1
uh i feel unsafe,1
good morning please,0
uh naan ok bro,0
main khatre mein hoon now,1
hey naan aabathil iruken,1
SAB THEEK HAI,0
udhavi pannunga bro,1
help karo bro,1
i am going to college now,0
naan aabathil iruken,1
uh time kya hua hai,0
YAARO ENNAI PIN THODARANGA,1
uh mujhe dar lag raha hai,1
uh naan college pogiren,0
PLEASE HELP,1
naan padikkiren,0
MUJHE BACHAO,1
NAAN PADIKKIREN,0
emergency hai bro,1
madad karo please,1
emergency hai now,1
I FEEL UNSAFE,1
naan padikkiren bro,0
udhavi pannunga now,1
enakku music pidikkum!!!,0
naan nalla iruken now,0
help me now,1
hey seekiram help pannunga,1
police ah koopdunga please,1
main college ja raha hoon,0
hey time enna,0
police ah koopdunga!!!,1
EMERGENCY HAI,1
mujhe bachao bro,1
please help bro,1
uh help karo,1
save me,1
SOMEONE IS FOLLOWING ME,1
MUJHE BACHAO,1
jaldi madad karo bro,1
i like music bro,0
help karo!!!,1
save me please,1
mujhe dar lag raha hai!!!,1
emergency ah irukku now,1
police ah koopdunga now,1
uh time kya hua hai,0
uh mujhe bachao,1
someone is following me bro,1
uh i am studying,0
help me bro,1
good morning please,0
TIME ENNA,0
hey mujhe music pasand hai,0
police ko bulao!!!,1
MUJHE MUSIC PASAND HAI,0
i feel unsafe!!!,1
i am going to college,0
hey yaaro ennai pin thodaranga,1
please help now,1
TIME KYA HUA HAI,0
call the police,1
i am in danger,1
hey seekiram help pannunga,1
please madad karo bro,1
mujhe music pasand hai bro,0
CALL THE POLICE,1
TIME ENNA,0
uh main padhai kar raha hoon,0
hey good morning,0
SOMEONE IS FOLLOWING ME,1
good morning bro,0
help me!!!,1
i feel unsafe please,1
POLICE AH KOOPDUNGA,1
call the police!!!,1
uh ennai kappathunga,1
uh main college ja raha hoon,0
i feel unsafe please,1
naan nalla iruken,0
ENAKKU BAYAMA IRUKKU,1
uh help me,1
someone is following me please,1
hey udhavi pannunga,1
police ko bulao now,1
i feel unsafe bro,1
enakku music pidikkum!!!,0
naan padikkiren please,0
all good yaar bro,0
main khatre mein hoon bro,1
uh someone is following me,1
MAIN KHATRE MEIN HOON,1
seekiram help pannunga bro,1
someone is following me please,1
i am in danger!!!,1
uh help me,1
NAAN COLLEGE POGIREN,0
uh main khatre mein hoon,1
uh i am in danger,1
all good yaar!!!,0
NAAN NALLA IRUKEN,0
udhavi pannunga please,1
i am fine,0
seekiram help pannunga bro,1
SAVE ME,1
save me bro,1
hey save me,1
uh police ko bulao,1
madad karo bro,1
madad karo please,1
i am going to college,0
uh i like music,0
HELP VENUM,1
i like music please,0
uh naan college pogiren,0
madad karo please,1
naan nalla iruken bro,0
time kya hua hai please,0
JALDI MADAD KARO,1
what is the time!!!,0
police ko bulao bro,1
emergency hai!!!,1
yaaro ennai pin thodaranga please,1
i am fine now,0
good morning bro,0
uh please help,1
ennai kappathunga,1
i like music now,0
enakku music pidikkum!!!,0
i am studying please,0
call the police please,1
I AM STUDYING,0
i am studying please,0
CALL THE POLICE,1
uh police ah koopdunga,1
uh main padhai kar raha hoon,0
main college ja raha hoon!!!,0
mujhe dar lag raha hai!!!,1
hey time kya hua hai,0
hey mujhe bachao,1
mujhe bachao!!!,1
NAAN AABATHIL IRUKEN,1
naan college pogiren bro,0
police ko bulao please,1
i like music please,0
i am scared,1
MAIN FINE HOON BRO,0
mujhe music pasand hai,0
CALL THE POLICE,1
hey madad karo,1
emergency ah irukku,1
CHILL BRO,0
ENAKKU MUSIC PIDIKKUM,0
main padhai kar raha hoon!!!,0
uh yaaro ennai pin thodaranga,1
hey main theek hoon,0
good morning!!!,0
MAIN KHATRE MEIN HOON,1
SOMEONE IS FOLLOWING ME,1
good morning please,0
uh call the police,1
uh main fine hoon bro,0
NAAN NALLA IRUKEN,0
hey police ko bulao,1
NAAN PADIKKIREN,0
uh emergency ah irukku,1
please madad karo please,1
good morning bro,0
emergency hai bro,1
KOI MERA PEECHA KAR RAHA HAI,1
MAIN KHATRE MEIN HOON,1
police ah koopdunga now,1
enakku music pidikkum,0
uh naan padikkiren,0
MAIN COLLEGE JA RAHA HOON,0
ENAKKU BAYAMA IRUKKU,1
uh main khatre mein hoon,1
main padhai kar raha hoon now,0
mujhe bachao!!!,1
someone is following me now,1
udhavi pannunga,1
naan padikkiren!!!,0
mujhe bachao,1
i feel unsafe bro,1
what is the time bro,0
i am fine!!!,0
naan happy ah iruken now,0
ennai kappathunga bro,1
naan happy ah iruken now,0
hey madad karo,1
good morning bro,0
help me bro,1
police ko bulao,1
EMERGENCY HAI,1
hey main padhai kar raha hoon,0
hey time kya hua hai,0
mujhe dar lag raha hai now,1
i am in danger now,1
uh someone is following me,1
main college ja raha hoon,0
NAAN PADIKKIREN,0
naan ok bro!!!,0
emergency hai please,1
ennai kappathunga bro,1
someone is following me now,1
i am going to college,0
naan aabathil iruken please,1
time enna!!!,0
koi mera peecha kar raha hai!!!,1
what is the time please,0
main fine hoon bro bro,0
hey naan aabathil iruken,1
ennai kappathunga now,1
hey ennai kappathunga,1
i am studying please,0
mujhe music pasand hai!!!,0
enakku music pidikkum please,0
main khatre mein hoon bro,1
someone is following me,1
main college ja raha hoon now,0
what is the time,0
naan nalla iruken bro,0
call the police now,1
hey i am fine,0
hello how are you please,0
good morning bro,0
good morning please,0
help me!!!,1
time kya hua hai bro,0
hey help me,1
I AM GOING TO COLLEGE,0
chill bro please,0
ENNAI KAPPATHUNGA,1
uh udhavi pannunga,1
HELP KARO,1
uh i am in danger,1
i like music,0
someone is following me,1
police ah koopdunga please,1
hey jaldi madad karo,1
MADAD KARO,1
good morning now,0
i am fine now,0
time kya hua hai bro,0
i am fine bro,0
seekiram help pannunga bro,1
main padhai kar raha hoon!!!,0
ennai kappathunga!!!,1
main college ja raha hoon please,0
naan aabathil iruken now,1
i am studying!!!,0
naan aabathil iruken now,1
please help bro,1
uh please help pannunga,1
I AM STUDYING,0
MUJHE DAR LAG RAHA HAI,1
naan padikkiren,0
hello how are you,0
TIME ENNA,0
main college ja raha hoon!!!,0
naan nalla iruken!!!,0
time kya hua hai!!!,0
hey good morning,0
help me now,1
uh someone is following me,1
naan padikkiren bro,0
MADAD KARO,1
good morning,0
good morning!!!,0
udhavi pannunga now,1
uh police ah koopdunga,1
naan happy ah iruken!!!,0
emergency ah irukku!!!,1
naan nalla iruken,0
hey good morning,0
mujhe bachao please,1
hello how are you please,0
enakku music pidikkum,0
police ko bulao bro,1
yaaro ennai pin thodaranga bro,1
uh jaldi madad karo,1
TIME KYA HUA HAI,0
main theek hoon now,0
MAIN KHATRE MEIN HOON,1
hey mujhe music pasand hai,0
jaldi madad karo please,1
good morning,0
hey good morning,0
mujhe music pasand hai,0
main theek hoon bro,0
uh main college ja raha hoon,0
emergency ah irukku bro,1
sab theek hai bro,0
police ko bulao bro,1
hey naan aabathil iruken,1
MADAD KARO,1
i am in danger please,1
uh mujhe dar lag raha hai,1
jaldi madad karo now,1
i am in danger please,1
udhavi pannunga bro,1
help karo!!!,1
hey koi mera peecha kar raha hai,1
hey naan nalla iruken,0
hey main college ja raha hoon,0
JALDI MADAD KARO,1
hello how are you bro,0
i like music!!!,0
help karo please,1
uh help karo,1
MUJHE BACHAO,1
time kya hua hai!!!,0
help venum,1
yaaro ennai pin thodaranga now,1
save me!!!,1
police ko bulao now,1
mujhe bachao now,1
i am studying,0
uh i am going to college,0
uh enakku music pidikkum,0
good morning please,0
NAAN AABATHIL IRUKEN,1
GOOD MORNING,0
hey help venum,1
enakku bayama irukku please,1
hey help karo,1
please madad karo!!!,1
HELLO HOW ARE YOU,0
hey i am in danger,1
call the police bro,1
hey time kya hua hai,0
good morning now,0
i am studying!!!,0
PLEASE HELP,1
call the police!!!,1
mujhe bachao!!!,1
police ah koopdunga bro,1
enakku bayama irukku please,1
naan nalla iruken please,0
what is the time bro,0
main theek hoon now,0
help me now,1
enakku music pidikkum please,0
madad karo please,1
i like music please,0
MUJHE MUSIC PASAND HAI,0
hey help me,1
help me please,1
koi mera peecha kar raha hai now,1
help me,1
yaaro ennai pin thodaranga now,1
what is the time please,0
uh seekiram help pannunga,1
i am going to college now,0
enakku music pidikkum,0
i am in danger please,1
madad karo bro,1
hey jaldi madad karo,1
main theek hoon now,0
i am in danger!!!,1
naan ok bro bro,0
mujhe music pasand hai bro,0
naan college pogiren please,0
i am going to college now,0
hey mujhe dar lag raha hai,1
yaaro ennai pin thodaranga now,1
naan nalla iruken bro,0
hey call the police,1
hey save me,1
main theek hoon bro,0
uh sab theek hai,0
main theek hoon!!!,0
hey i am fine,0
HELLO HOW ARE YOU,0
bhai help karo!!!,1
koi mera peecha kar raha hai now,1
uh naan padikkiren,0
mujhe bachao!!!,1
uh good morning,0
hey mujhe bachao,1
